module,revisions,code
hibernate-testing/src/main/java/org/hibernate/testing/junit4/Helper.java,3,81
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/ids/idclass/ClassType.java,3,54
hibernate-envers/src/main/java/org/hibernate/envers/query/criteria/AuditCriterion.java,3,10
hibernate-core/src/main/java/org/hibernate/dialect/MySQL5Dialect.java,3,37
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/data/LobSerializables.java,3,48
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/reventity/trackmodifiedentities/AnnotatedTrackingEntitiesTest.java,3,17
hibernate-core/src/main/java/org/hibernate/collection/internal/PersistentIndexedElementHolder.java,3,215
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/EntityManagerTest.java,3,368
hibernate-core/src/test/java/org/hibernate/test/hqlfetchscroll/Parent.java,3,37
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/jta/JtaTransaction.java,3,75
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/onetomany/detached/BasicDetachedList.java,3,74
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/strategy/ValidityAuditStrategyManyToManyTest.java,3,111
hibernate-core/src/main/java/org/hibernate/engine/query/spi/ParameterParser.java,3,105
hibernate-core/src/main/java/org/hibernate/dialect/InterbaseDialect.java,3,91
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/query/QueryTest.java,3,536
documentation/src/main/docbook/quickstart/tutorials/osgi/unmanaged-jpa/features.xml,3,27
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/metamodel/MetadataContext.java,2,340
hibernate-core/src/main/java/org/hibernate/integrator/internal/IntegratorServiceImpl.java,2,30
hibernate-core/src/main/java/org/hibernate/bytecode/internal/javassist/InstantiationOptimizerAdapter.java,2,23
hibernate-core/src/main/java/org/hibernate/dialect/pagination/LimitHandler.java,2,11
hibernate-core/src/main/java/org/hibernate/engine/spi/TypedValue.java,2,52
hibernate-envers/src/main/java/org/hibernate/envers/internal/entities/EntityConfiguration.java,2,98
hibernate-core/src/main/java/org/hibernate/InstantiationException.java,2,26
hibernate-envers/src/test/java/org/hibernate/envers/test/entities/onetoone/BidirectionalEagerHbmRefEdPK.java,2,58
hibernate-core/src/test/java/org/hibernate/test/event/collection/detached/BadMergeHandlingTest.java,2,58
hibernate-envers/src/main/java/org/hibernate/envers/internal/entities/mapper/relation/query/TwoEntityOneAuditedQueryGenerator.java,2,80
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/naming/VersionsJoinTableNaming.java,2,83
documentation/src/main/docbook/quickstart/en-US/Author_Group.xml,2,57
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/manytoone/unidirectional/RelationNotAuditedTarget.java,2,101
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/collection/Parent.java,2,40
hibernate-core/src/main/java/org/hibernate/id/insert/InsertGeneratedIdentifierDelegate.java,2,7
hibernate-core/src/test/java/org/hibernate/test/type/descriptor/java/BlobDescriptorTest.java,2,62
hibernate-core/src/test/java/org/hibernate/test/propertyref/DoesNotWorkWithHbmTest.java,2,45
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/manytoone/bidirectional/ImplicitMappedByTest.java,2,85
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/onetoone/bidirectional/BidirectionalNoNulls.java,2,71
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/onetomany/detached/DetachedTest.java,2,62
hibernate-core/src/main/java/org/hibernate/engine/jdbc/dialect/internal/DatabaseInfoDialectResolverInitiator.java,2,46
hibernate-core/src/main/java/org/hibernate/stat/NaturalIdCacheStatistics.java,2,16
hibernate-core/src/main/java/org/hibernate/hql/internal/ast/tree/DotNode.java,2,450
hibernate-core/src/test/java/org/hibernate/test/jdbc/internal/BatchingTest.java,2,144
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/internal/strategy/EhcacheAccessStrategyFactory.java,2,19
hibernate-core/src/test/java/org/hibernate/test/sql/storedproc/StoredProcedureResultSetMappingTest.java,2,112
hibernate-core/src/main/java/org/hibernate/boot/registry/package-info.java,2,1
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/inheritance/tableperclass/abstractparent/AuditedAbstractParentTest.java,2,38
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/ids/ManyToOneIdNotAudited.java,2,34
hibernate-entitymanager/src/main/java/org/hibernate/jpa/boot/archive/internal/JarProtocolArchiveDescriptor.java,2,35
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/modifiedflags/HasChangedUnversionedProperties.java,2,57
hibernate-core/src/main/java/org/hibernate/ObjectDeletedException.java,2,7
hibernate-core/src/test/java/org/hibernate/test/locking/paging/Door.java,2,29
documentation/src/main/docbook/devguide/en-US/chapters/query_ql/HQL_JPQL.xml,2,1385
hibernate-core/src/main/java/org/hibernate/cache/internal/CacheDataDescriptionImpl.java,2,68
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/internal/regions/EhcacheTransactionalDataRegion.java,2,183
hibernate-core/src/main/java/org/hibernate/id/SequenceHiLoGenerator.java,2,48
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/internal/strategy/ReadOnlyEhcacheCollectionRegionAccessStrategy.java,2,40
hibernate-entitymanager/src/main/java/org/hibernate/jpa/boot/scan/spi/PackageInfoArchiveEntryHandler.java,2,35
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/superclass/auditAtMethodSuperclassLevel/auditAllSubclass/MappedSubclassingAllAuditedTest.java,2,79
hibernate-entitymanager/src/main/java/org/hibernate/jpa/boot/scan/spi/NonClassFileArchiveEntryHandler.java,2,42
hibernate-core/src/test/java/org/hibernate/test/criteria/Item.java,2,13
hibernate-core/src/main/java/org/hibernate/SynchronizeableQuery.java,2,8
hibernate-envers/src/main/java/org/hibernate/envers/internal/synchronization/AuditProcessManager.java,2,43
hibernate-core/src/main/java/org/hibernate/secure/package-info.java,2,1
hibernate-core/src/main/java/org/hibernate/cfg/annotations/NamedEntityGraphDefinition.java,2,27
hibernate-envers/src/main/java/org/hibernate/envers/query/order/AuditOrder.java,2,6
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/modifiedflags/HasChangedChildReferencing.java,2,57
hibernate-core/src/main/java/org/hibernate/sql/SimpleSelect.java,2,154
hibernate-envers/src/test/java/org/hibernate/envers/test/AbstractOneSessionTest.java,2,78
hibernate-core/src/main/java/org/hibernate/procedure/internal/ParameterRegistrationImplementor.java,2,11
hibernate-core/src/test/java/org/hibernate/test/annotations/derivedidentities/bidirectional/PersonInfo.java,2,48
hibernate-core/src/main/java/org/hibernate/dialect/pagination/AbstractLimitHandler.java,2,75
hibernate-osgi/src/main/java/org/hibernate/osgi/OsgiScanner.java,2,8
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/onetoone/bidirectional/primarykeyjoincolumn/OneToOneWithPrimaryKeyJoinTest.java,2,131
hibernate-core/src/main/java/org/hibernate/cache/spi/entry/StructuredCollectionCacheEntry.java,2,20
hibernate-entitymanager/src/main/java/org/hibernate/jpa/boot/spi/Bootstrap.java,2,29
hibernate-core/src/main/java/org/hibernate/engine/jdbc/internal/ResultSetWrapperImpl.java,2,14
hibernate-core/src/main/java/org/hibernate/loader/plan/spi/AbstractPlanNode.java,2,14
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/EntityManagerMessageLogger.java,2,62
hibernate-core/src/main/java/org/hibernate/annotations/ForeignKey.java,2,14
hibernate-core/src/main/java/org/hibernate/ScrollMode.java,2,17
hibernate-core/src/main/java/org/hibernate/annotations/AttributeAccessor.java,2,11
hibernate-entitymanager/src/main/java/org/hibernate/ejb/HibernateEntityManagerFactory.java,2,4
documentation/src/main/docbook/manual/en-US/content/type.xml,2,982
hibernate-core/src/main/java/org/hibernate/criterion/InExpression.java,2,69
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/query/ids/EmbIdOneToManyQuery.java,2,170
hibernate-core/src/main/java/org/hibernate/tuple/entity/EntityBasedBasicAttribute.java,2,16
hibernate-core/src/main/java/org/hibernate/id/GUIDGenerator.java,2,49
hibernate-core/src/main/java/org/hibernate/tuple/component/CompositeBasedBasicAttribute.java,2,17
hibernate-envers/src/main/java/org/hibernate/envers/internal/entities/RelationDescription.java,2,79
hibernate-core/src/main/java/org/hibernate/persister/internal/PersisterFactoryImpl.java,2,179
hibernate-core/src/test/java/org/hibernate/test/annotations/lob/hhh4635/LobTestEntity.java,2,35
hibernate-core/src/test/java/org/hibernate/test/filter/hql/JoinedFilteredBulkManipulationTest.java,2,162
hibernate-core/src/main/java/org/hibernate/cache/spi/NaturalIdRegion.java,2,7
hibernate-envers/src/main/java/org/hibernate/envers/internal/tools/ReflectionTools.java,2,84
hibernate-core/src/test/java/org/hibernate/test/annotations/derivedidentities/e1/a/DerivedIdentitySimpleParentIdClassDepTest.java,2,60
hibernate-core/src/main/java/org/hibernate/cache/NoCacheRegionFactoryAvailableException.java,2,15
hibernate-core/src/main/java/org/hibernate/loader/plan/spi/Return.java,2,9
hibernate-core/src/main/antlr/sql-stmt.g,2,109
hibernate-core/src/main/java/org/hibernate/event/internal/DefaultPersistEventListener.java,2,148
hibernate-core/src/main/java/org/hibernate/loader/criteria/ComponentCollectionCriteriaInfoProvider.java,2,47
hibernate-core/src/test/java/org/hibernate/metamodel/source/annotations/global/FetchProfileBinderTest.java,2,100
hibernate-core/src/test/java/org/hibernate/test/lob/LobEntity.java,2,29
hibernate-core/src/test/java/org/hibernate/test/mapping/MappingReorderedAliasTest.java,2,7
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/modifiedflags/HasChangedNullProperties.java,2,75
hibernate-core/src/main/java/org/hibernate/hql/spi/QueryTranslator.java,2,43
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/superclass/auditparents/SingleAuditParentsTest.java,2,75
hibernate-core/src/test/java/org/hibernate/test/annotations/fkcircularity/FkCircularityTest.java,2,61
hibernate-core/src/main/java/org/hibernate/bytecode/internal/javassist/FieldHandler.java,2,22
hibernate-core/src/main/java/org/hibernate/type/descriptor/java/JavaTypeDescriptorRegistry.java,2,63
hibernate-envers/src/main/java/org/hibernate/envers/Audited.java,2,14
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/components/collections/CollectionOfComponents.java,2,44
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/modifiedflags/HasChangedStringMap.java,2,74
documentation/src/main/docbook/quickstart/en-US/content/tutorial_annotations.xml,2,110
hibernate-core/src/main/java/org/hibernate/event/spi/EventType.java,2,130
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/basic/UnversionedPropertiesChange.java,2,48
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/modifiedflags/HasChangedIdMapKey.java,2,51
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/inheritance/joined/emptychild/EmptyChildAuditing.java,2,48
hibernate-core/src/main/java/org/hibernate/cfg/ResultSetMappingBinder.java,2,314
hibernate-envers/src/main/java/org/hibernate/envers/internal/entities/mapper/relation/lazy/initializor/AbstractCollectionInitializor.java,2,37
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/data/Serializables.java,2,38
hibernate-core/src/test/java/org/hibernate/test/multitenancy/schema/CurrentTenantResolverMultiTenancyTest.java,2,38
hibernate-core/src/main/java/org/hibernate/context/TenantIdentifierMismatchException.java,2,10
hibernate-core/src/main/java/org/hibernate/type/AbstractSingleColumnStandardBasicType.java,2,25
hibernate-core/src/test/java/org/hibernate/test/connections/ThreadLocalCurrentSessionTest.java,2,90
hibernate-core/src/main/java/org/hibernate/engine/spi/LoadQueryInfluencers.java,2,116
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/superclass/auditedAtSuperclassLevel/auditMethodSubclass/MappedSubclassingMethodAuditedTest.java,2,84
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/management/impl/AbstractEmitterBean.java,2,80
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/inheritance/joined/ParentAuditing.java,2,51
hibernate-core/src/main/java/org/hibernate/loader/criteria/EntityCriteriaInfoProvider.java,2,27
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/cache/QueryCache.java,2,47
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/secondary/ids/MulIdSecondary.java,2,54
hibernate-core/src/main/java/org/hibernate/engine/jdbc/batch/internal/NonBatchingBatch.java,2,39
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/manytomany/CustomComparatorEntityTest.java,2,194
hibernate-envers/src/main/java/org/hibernate/envers/configuration/internal/metadata/MetadataTools.java,2,310
hibernate-core/src/main/java/org/hibernate/mapping/ManyToOne.java,2,77
hibernate-core/src/main/java/org/hibernate/dialect/function/ConditionalParenthesisFunction.java,2,32
hibernate-core/src/test/java/org/hibernate/test/common/TransactionEnvironmentImpl.java,2,44
hibernate-envers/src/main/java/org/hibernate/envers/internal/entities/mapper/relation/ToOneIdMapper.java,2,90
hibernate-envers/src/main/java/org/hibernate/envers/configuration/spi/AuditConfiguration.java,2,130
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/SingletonEhCacheRegionFactory.java,2,76
hibernate-envers/src/test/java/org/hibernate/envers/test/entities/collection/EmbeddableListEntity1.java,2,64
hibernate-core/src/main/java/org/hibernate/hql/internal/classic/ParserHelper.java,2,29
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/reventity/CustomNoListener.java,2,72
hibernate-core/src/test/java/org/hibernate/test/collection/list/Mappings.hbm.xml,2,34
hibernate-core/src/test/java/org/hibernate/test/annotations/index/jpa/Dealer.java,2,20
hibernate-core/src/test/java/org/hibernate/test/collection/list/LineItem.java,2,38
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/sameids/SameIds.java,2,48
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/reventity/CustomBoxed.java,2,97
hibernate-core/src/main/java/org/hibernate/annotations/FilterJoinTable.java,2,13
hibernate-envers/src/main/java/org/hibernate/envers/internal/entities/TypeContributorImpl.java,2,13
hibernate-core/src/main/java/org/hibernate/engine/internal/UnsavedValueFactory.java,2,95
hibernate-core/src/test/java/org/hibernate/metamodel/source/annotations/global/QueryBinderTest.java,2,59
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/superclass/auditoverride/MixedOverrideTest.java,2,45
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/interfaces/hbm/propertiesAudited/subclass/SubclassPropertiesAuditedTest.java,2,8
hibernate-core/src/test/java/org/hibernate/test/event/collection/detached/MultipleCollectionListeners.java,2,189
documentation/src/main/docbook/devguide/en-US/chapters/events/Events.xml,2,266
hibernate-envers/src/main/java/org/hibernate/envers/enhanced/OrderedSequenceGenerator.java,2,16
hibernate-core/src/main/java/org/hibernate/mapping/Value.java,2,24
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/collection/embeddable/Name.java,2,55
hibernate-core/src/main/java/org/hibernate/hql/internal/ast/util/JoinProcessor.java,2,173
hibernate-core/src/main/java/org/hibernate/loader/entity/CascadeEntityJoinWalker.java,2,36
hibernate-core/src/main/java/org/hibernate/engine/jdbc/spi/LogicalConnectionImplementor.java,2,17
hibernate-core/src/main/java/org/hibernate/QueryTimeoutException.java,2,7
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/onetoone/bidirectional/BidirectionalEagerHbmTest.java,2,37
hibernate-core/src/main/java/org/hibernate/mapping/Component.java,2,333
hibernate-core/src/main/java/org/hibernate/engine/spi/SessionBuilderImplementor.java,2,5
hibernate-infinispan/src/test/java/org/hibernate/test/cache/infinispan/functional/BasicReadOnlyTestCase.java,2,7
hibernate-core/src/main/java/org/hibernate/Cache.java,2,25
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/procedure/AbstractStoredProcedureTest.java,2,52
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/data/DateTestEntity.java,2,62
hibernate-core/src/test/java/org/hibernate/test/collectionalias/CollectionAliasTest.java,2,43
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/superclass/auditoverride/AuditClassOverrideTest.java,2,78
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/accesstype/ImmutableClassAccessType.java,2,43
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/superclass/auditparents/MultipleAuditParentsTest.java,2,82
hibernate-envers/src/test/java/org/hibernate/envers/test/entities/ids/UnusualIdNamingEntity.java,2,57
hibernate-core/src/main/java/org/hibernate/criterion/Conjunction.java,2,9
hibernate-envers/src/test/java/org/hibernate/envers/test/entities/customtype/UnspecifiedEnumTypeEntity.java,2,71
hibernate-core/src/main/java/org/hibernate/engine/jdbc/internal/JdbcServicesInitiator.java,2,16
hibernate-core/src/main/java/org/hibernate/annotations/CascadeType.java,2,17
hibernate-core/src/main/java/org/hibernate/dialect/pagination/NoopLimitHandler.java,2,27
hibernate-core/src/main/java/org/hibernate/exception/internal/StandardSQLExceptionConverter.java,2,25
hibernate-core/src/main/java/org/hibernate/engine/transaction/internal/jdbc/JdbcIsolationDelegate.java,2,83
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/inheritance/joined/ChildNullAuditing.java,2,49
hibernate-core/src/main/java/org/hibernate/TransientObjectException.java,2,6
documentation/src/main/docbook/quickstart/tutorials/osgi/unmanaged-jpa/src/main/resources/OSGI-INF/blueprint/blueprint.xml,2,29
hibernate-core/src/main/java/org/hibernate/SharedSessionBuilder.java,2,26
hibernate-core/src/main/java/org/hibernate/metamodel/domain/AbstractAttributeContainer.java,2,224
hibernate-core/src/main/java/org/hibernate/loader/DefaultEntityAliases.java,2,121
hibernate-core/src/main/java/org/hibernate/annotations/Formula.java,2,11
hibernate-core/src/main/java/org/hibernate/criterion/Subqueries.java,2,126
hibernate-core/src/test/java/org/hibernate/test/annotations/collectionelement/EntityWithAnElementCollection.java,2,32
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/components/relations/NotAuditedManyToOneInComponent.java,2,65
hibernate-core/src/main/java/org/hibernate/PropertyAccessException.java,2,30
documentation/src/main/docbook/quickstart/tutorials/osgi/unmanaged-native/src/main/java/org/hibernate/osgitest/DataPointService.java,2,14
documentation/src/main/docbook/manual/en-US/content/query_criteria.xml,2,434
hibernate-core/src/test/java/org/hibernate/test/subselect/CompositeIdTypeBindingTest.java,2,50
hibernate-infinispan/src/test/java/org/hibernate/test/cache/infinispan/AbstractEntityCollectionRegionTestCase.java,2,64
hibernate-core/src/main/java/org/hibernate/type/descriptor/converter/AttributeConverterTypeAdapter.java,2,28
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/auditReader/AuditReaderAPITest.java,2,45
hibernate-core/src/main/java/org/hibernate/type/TypeFactory.java,2,341
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/EhCacheMessageLogger.java,2,53
hibernate-core/src/main/java/org/hibernate/engine/jdbc/spi/StatementPreparer.java,2,12
hibernate-envers/src/main/java/org/hibernate/envers/internal/entities/mapper/relation/lazy/initializor/SortedSetCollectionInitializor.java,2,50
hibernate-core/src/main/java/org/hibernate/bytecode/internal/javassist/FastClass.java,2,135
hibernate-core/src/main/java/org/hibernate/metamodel/source/annotations/AnnotationBindingContextImpl.java,2,110
hibernate-envers/src/test/java/org/hibernate/envers/test/entities/components/relations/ManyToOneEagerComponent.java,2,58
hibernate-envers/src/main/java/org/hibernate/envers/configuration/internal/metadata/AuditMetadataGenerator.java,2,576
hibernate-core/src/test/java/org/hibernate/test/annotations/collectionelement/QueryTest.java,2,18
hibernate-entitymanager/src/main/java/org/hibernate/jpa/boot/archive/spi/ArchiveDescriptorFactory.java,2,10
hibernate-core/src/test/java/org/hibernate/test/annotations/access/jpa/AccessMappingTest.java,2,200
hibernate-core/src/test/java/org/hibernate/test/type/descriptor/java/LocaleTypeDescriptorTest.java,2,33
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/collection/embeddable/DarkCharacter.java,2,68
hibernate-entitymanager/src/main/java/org/hibernate/jpa/criteria/AbstractManipulationCriteriaQuery.java,2,117
hibernate-core/src/test/java/org/hibernate/metamodel/binding/SimpleValueBindingTests.java,2,52
hibernate-core/src/test/java/org/hibernate/test/annotations/id/sequences/HibernateSequenceTest.java,2,58
hibernate-core/src/main/java/org/hibernate/metamodel/spi/TypeContributor.java,2,5
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/collection/embeddable/BasicEmbeddableCollection.java,2,74
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/inheritance/tableperclass/ChildAuditing.java,2,49
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/onetomany/BasicSetWithMulId.java,2,109
hibernate-core/src/main/java/org/hibernate/annotations/IndexColumn.java,2,15
hibernate-core/src/main/java/org/hibernate/dialect/lock/LockingStrategy.java,2,8
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/proxy/QueryingWithProxyObjectTest.java,2,51
documentation/src/main/docbook/manual/en-US/content/example_mappings.xml,2,539
hibernate-core/src/main/java/org/hibernate/id/IdentifierGeneratorHelper.java,2,539
hibernate-core/src/main/java/org/hibernate/bytecode/spi/NotInstrumentedException.java,2,7
hibernate-core/src/test/java/org/hibernate/test/immutable/entitywithmutablecollection/inverse/EntityWithInverseOneToManyJoinTest.java,2,14
hibernate-core/src/test/java/org/hibernate/test/mapping/UserConfEntity.java,2,37
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/modifiedflags/HasChangedChildAuditing.java,2,53
hibernate-core/src/main/java/org/hibernate/metamodel/relational/Index.java,2,91
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/flush/AbstractFlushTest.java,2,33
hibernate-core/src/main/java/org/hibernate/tuple/AbstractNonIdentifierAttribute.java,2,89
hibernate-core/src/test/java/org/hibernate/test/connections/SuppliedConnectionTest.java,2,115
hibernate-envers/src/main/java/org/hibernate/envers/configuration/internal/metadata/ToOneRelationMetadataGenerator.java,2,126
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/internal/regions/EhcacheTimestampsRegion.java,2,13
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/schemagen/JpaSchemaGeneratorTest.java,2,108
hibernate-core/src/main/java/org/hibernate/cfg/Ejb3JoinColumn.java,2,573
hibernate-envers/src/main/java/org/hibernate/envers/event/spi/EnversListenerDuplicationStrategy.java,2,13
hibernate-core/src/main/java/org/hibernate/internal/CacheImpl.java,2,289
hibernate-core/src/test/java/org/hibernate/test/propertyref/DoesNotWorkPk.java,2,62
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/naming/JoinNaming.java,2,83
hibernate-core/src/test/java/org/hibernate/test/annotations/uniqueconstraint/UniqueConstraintTest.java,2,95
hibernate-core/src/main/java/org/hibernate/bytecode/internal/javassist/BulkAccessorFactory.java,2,313
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/interfaces/hbm/propertiesAudited2/joined/JoinedPropertiesAudited2Test.java,2,8
hibernate-core/src/test/java/org/hibernate/test/annotations/lob/locator/LobHolder.java,2,46
hibernate-core/src/main/java/org/hibernate/annotations/OrderBy.java,2,11
hibernate-core/src/test/java/org/hibernate/test/collection/list/Order.java,2,36
hibernate-core/src/test/java/org/hibernate/test/event/collection/detached/MergeCollectionEventTest.java,2,157
hibernate-entitymanager/src/main/java/org/hibernate/jpa/event/internal/jpa/CallbackProcessorImpl.java,2,118
hibernate-core/src/main/java/org/hibernate/internal/util/jndi/JndiHelper.java,2,48
hibernate-core/src/main/java/org/hibernate/engine/transaction/jta/platform/internal/JtaPlatformInitiator.java,2,29
hibernate-core/src/main/java/org/hibernate/service/internal/JaxbProcessor.java,2,223
hibernate-core/src/main/java/org/hibernate/criterion/SubqueryExpression.java,2,97
hibernate-core/src/main/java/org/hibernate/persister/entity/UnionSubclassEntityPersister.java,2,387
hibernate-core/src/main/java/org/hibernate/boot/registry/selector/package-info.java,2,1
hibernate-core/src/main/java/org/hibernate/type/descriptor/java/DateTypeDescriptor.java,2,101
hibernate-core/src/main/java/org/hibernate/event/internal/EvictVisitor.java,2,54
hibernate-core/src/main/java/org/hibernate/procedure/internal/ParameterStrategy.java,2,6
hibernate-envers/src/test/java/org/hibernate/envers/test/entities/reventity/trackmodifiedentities/ExtendedRevisionEntity.java,2,17
hibernate-envers/src/main/java/org/hibernate/envers/internal/entities/mapper/relation/lazy/initializor/BasicCollectionInitializor.java,2,61
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/cdi/NoCdiAvailableTest.java,2,88
hibernate-core/src/test/java/org/hibernate/test/typeparameters/TypeParameterTest.java,2,101
hibernate-core/src/main/java/org/hibernate/internal/ConnectionObserverStatsBridge.java,2,29
hibernate-core/src/main/java/org/hibernate/metamodel/domain/Type.java,2,10
hibernate-core/src/test/java/org/hibernate/test/annotations/derivedidentities/e1/b/specjmapid/lazy/order_orm.xml,2,30
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/reventity/trackmodifiedentities/EntityNamesTest.java,2,65
hibernate-core/src/main/java/org/hibernate/internal/util/LockModeConverter.java,2,58
hibernate-core/src/test/java/org/hibernate/metamodel/source/annotations/util/BaseAnnotationIndexTestCase.java,2,44
hibernate-core/src/test/java/org/hibernate/test/annotations/lob/ExplicitSerializableType.java,2,5
hibernate-envers/src/test/java/org/hibernate/envers/test/entities/onetomany/CollectionRefIngEntity.java,2,71
hibernate-entitymanager/src/main/java/org/hibernate/jpa/graph/spi/AttributeNodeImplementor.java,2,9
hibernate-core/src/main/java/org/hibernate/bytecode/internal/javassist/FieldFilter.java,2,7
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/onetomany/detached/DoubleDetachedSet.java,2,76
hibernate-envers/src/test/java/org/hibernate/envers/test/entities/components/Component3.java,2,84
hibernate-core/src/test/java/org/hibernate/test/immutable/entitywithmutablecollection/noninverse/EntityWithNonInverseOneToManyJoinTest.java,2,14
hibernate-ehcache/src/test/java/org/hibernate/test/cache/HibernateCacheTest.java,2,187
hibernate-core/src/main/java/org/hibernate/engine/spi/CollectionKey.java,2,92
hibernate-envers/src/main/java/org/hibernate/envers/internal/tools/query/Parameters.java,2,167
hibernate-ehcache/src/main/java/org/hibernate/cache/ehcache/StrategyRegistrationProviderImpl.java,2,35
hibernate-core/src/main/java/org/hibernate/NonUniqueObjectException.java,2,29
hibernate-core/src/main/java/org/hibernate/metamodel/MetadataSources.java,2,230
hibernate-core/src/main/java/org/hibernate/tuple/entity/AbstractEntityBasedAttribute.java,2,21
hibernate-core/src/test/java/org/hibernate/test/annotations/derivedidentities/bidirectional/Person.java,2,62
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/manytomany/unidirectional/JoinTableDetachedTest.java,2,106
hibernate-core/src/main/resources/org/hibernate/hibernate-mapping-3.0.dtd,2,774
hibernate-core/src/test/java/org/hibernate/test/component/basic2/Component.java,2,22
hibernate-core/src/main/java/org/hibernate/dialect/function/VarArgsSQLFunction.java,2,47
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/merge/AddDelTest.java,2,55
documentation/src/main/docbook/devguide/en-US/chapters/pc/Persistence_Context.xml,2,312
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/query/OrderByLimitQuery.java,2,97
hibernate-core/src/main/java/org/hibernate/engine/jdbc/internal/StatementPreparerImpl.java,2,165
hibernate-core/src/main/java/org/hibernate/type/descriptor/ValueExtractor.java,2,9
hibernate-core/src/main/java/org/hibernate/cache/spi/entry/CacheEntry.java,2,9
hibernate-core/src/test/java/org/hibernate/test/dialect/functional/cache/SQLFunctionsInterSystemsTest.java,2,639
hibernate-core/src/main/java/org/hibernate/bytecode/internal/javassist/BulkAccessorException.java,2,21
hibernate-core/src/main/java/org/hibernate/NonUniqueResultException.java,2,6
hibernate-c3p0/src/main/java/org/hibernate/c3p0/internal/C3P0MessageLogger.java,2,26
hibernate-core/src/main/java/org/hibernate/annotations/Sort.java,2,13
