entity,n-authors,n-revs
hibernate-core/src/{matrix => test}/java/org/hibernate/test/hql/TimestampVersioned.java,1,1
hibernate-envers/src/main/java/org/hibernate/envers/query/criteria/{ => internal}/NullAuditExpression.java,1,1
hibernate-core/src/matrix/java/org/hibernate/test/component/basic2/ComponentJoinsTest.java,1,1
hibernate-entitymanager/src/{matrix => test}/java/org/hibernate/ejb/criteria/MultiTypedBasicAttributesEntity.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/lob/MaterializedClobTest.java,1,1
hibernate-entitymanager/src/test/java/org/hibernate/{ejb => jpa}/test/metagen/mappedsuperclass/idclass/AbstractAttributeId.java,1,1
hibernate-core/src/main/java/org/hibernate/engine/jdbc/internal/proxy/BasicStatementProxyHandler.java,1,1
hibernate-entitymanager/src/main/java/org/hibernate/ejb/util/NamingHelper.java,1,1
hibernate-envers/src/{matrix => test}/java/org/hibernate/envers/test/integration/entityNames/oneToManyAudited/ReadEntityWithAuditedCollectionTest.java,1,1
documentation/src/main/style/images/images/org/hibernate/docbook/callouts/6.png,1,1
documentation/src/main/docbook/devguide/en-US/chapters/{criteria => query_criteria}/extras/select_tuple.java,1,1
hibernate-infinispan/src/test/java/org/hibernate/test/cache/infinispan/stress/entities/Family.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/id/EnumIdTest.java,1,1
hibernate-core/src/main/java/org/hibernate/engine/loading/internal/LoadingCollectionEntry.java,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/basic/ManyOperationsInTransaction.java,1,1
hibernate-entitymanager/src/test/resources/org/hibernate/{ejb => jpa}/test/hibernate.cfg.xml,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/ondelete/Salesperson.java,1,1
hibernate-core/src/matrix/java/org/hibernate/test/annotations/lob/TextTest.java,1,1
hibernate-core/src/main/java/org/hibernate/annotations/SelectBeforeUpdate.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/version/PersonThing.hbm.xml,1,1
hibernate-entitymanager/src/main/java/org/hibernate/{ejb => jpa}/criteria/BasicPathUsageException.java,1,1
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/inheritance/tableperclass/childrelation/ReferencedEntity.java,1,1
hibernate-entitymanager/src/test/resources/org/hibernate/{ejb => jpa}/test/xml/sequences/orm.xml,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/manytoone/User.java,1,1
hibernate-core/src/test/java/org/hibernate/test/version/db/User.hbm.xml,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/entities/ids/ManyToOneIdNotAuditedTestEntity.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/nonflushedchanges/OneToOne.hbm.xml,1,1
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/named_parameter_example.txt,1,1
hibernate-envers/src/{matrix => test}/java/org/hibernate/envers/test/entities/reventity/CustomDataRevEntity.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/legacy/MasterDetailTest.java,1,1
hibernate-core/src/test/java/org/hibernate/test/immutable/Info.java,1,1
hibernate-envers/src/main/java/org/hibernate/envers/query/criteria/CriteriaTools.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/jdbc/GeneralWorkTest.java,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/derivedidentities/e6/a/DerivedIdentityEmbeddedIdParentSameIdTypeIdClassDepTest.java,1,1
hibernate-envers/src/{matrix => test}/resources/mappings/manyToMany/inverseToSuperclass/mappings.hbm.xml,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/lob/LongByteArrayHolder.java,1,1
hibernate-core/src/main/java/org/hibernate/engine/config/spi/ConfigurationService.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/override/AttributeOverrideTest.java,1,1
hibernate-entitymanager/src/main/java/org/hibernate/jpa/{internal/graph => graph/internal}/EntityGraphImpl.java,1,1
hibernate-envers/src/test/java/org/hibernate/envers/test/entities/customtype/CompositeCustomTypeEntity.java,1,1
hibernate-envers/src/{matrix => test}/java/org/hibernate/envers/test/integration/manytomany/unidirectional/M2MIndexedListNotAuditedTarget.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/idgen/biginteger/increment/BigIntegerIncrementGeneratorTest.java,1,1
hibernate-testing/src/main/java/org/hibernate/testing/cache/TransactionalCollectionRegionAccessStrategy.java,1,1
documentation/src/main/docbook/devguide/en-US/chapters/{hql => query_ql}/extras/root_entity_ref_bnf.txt,1,1
hibernate-entitymanager/src/test/java/org/hibernate/ejb/test/metagen/mappedsuperclass/idclass/ProductAttribute.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/inheritance/mixed/SubclassTest.java,1,1
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/event/core/package-info.java,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/derivedidentities/e2/b/EmployeeId.java,1,1
hibernate-core/src/main/java/org/hibernate/procedure/{ProcedureResult.java => ProcedureOutputs.java},1,1
documentation/src/main/docbook/devguide/en-US/chapters/{hql => query_ql}/extras/statement_update_bnf.txt,1,1
hibernate-core/src/matrix/java/org/hibernate/test/annotations/cascade/multicircle/jpa/sequence/F.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/cascade/Mouth.java,1,1
hibernate-infinispan/src/test/java/org/hibernate/test/cache/infinispan/stress/entities/Person.java,1,1
hibernate-core/src/main/java/org/hibernate/ScrollableResults.java,1,1
hibernate-core/src/test/java/org/hibernate/test/sql/hand/custom/oracle/Mappings.hbm.xml,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/jpa/proxy/JPAProxyTest.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/propertyref/inheritence/discrim/Person.java,1,1
hibernate-core/src/main/java/org/hibernate/criterion/EnhancedProjection.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/mapcompelem/Part.java,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/manytomany/ternary/TernaryMapFlush.java,1,1
hibernate-entitymanager/src/main/java/org/hibernate/{ejb => jpa}/criteria/path/MapKeyHelpers.java,1,1
hibernate-entitymanager/src/{matrix => test}/java/org/hibernate/ejb/test/cascade/Troop.java,1,1
hibernate-entitymanager/src/test/bundles/cfgxmlpar/org/hibernate/{ejb => jpa}/test/pack/cfgxmlpar/hibernate.cfg.xml,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/CourseMeetingId.java,1,1
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/jpql_positional_parameter_example.txt,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/inheritancediscriminator/ParentEntity.java,1,1
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/between_exp_example.txt,1,1
hibernate-envers/src/test/java/org/hibernate/envers/test/entities/onetomany/detached/DoubleListJoinColumnBidirectionalRefIngEntity.java,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/enumerated/mapkey/MapKeyEnumeratedTest.java,1,1
hibernate-envers/src/main/java/org/hibernate/envers/enhanced/{DefaultRevisionEntity.java => SequenceIdRevisionEntity.java},1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/nonflushedchanges/Employer.java,1,1
hibernate-envers/src/main/java/org/hibernate/envers/RevisionNumber.java,1,1
hibernate-entitymanager/src/test/java/org/hibernate/{ejb => jpa}/test/metadata/FoodItem.java,1,1
hibernate-core/src/matrix/java/org/hibernate/test/collection/custom/parameterized/DefaultableListImpl.java,1,1
hibernate-core/src/main/java/org/hibernate/type/ListType.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/inheritance/Apple.java,1,1
hibernate-entitymanager/src/main/java/org/hibernate/ejb/criteria/compile/CriteriaInterpretation.java,1,1
hibernate-entitymanager/src/main/resources/META-INF/services/javax.persistence.spi.PersistenceProvider,1,1
hibernate-core/src/matrix/java/org/hibernate/test/onetoone/basic/OneToOneSchemaTest.java,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/idclass/DomainAdminId.java,1,1
hibernate-core/src/main/java/org/hibernate/{type/descriptor/java => engine/jdbc/internal}/BinaryStreamImpl.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/bag/BagOwner.java,1,1
hibernate-proxool/src/main/java/org/hibernate/proxool/internal/ProxoolConnectionProvider.java,1,1
hibernate-core/src/main/java/org/hibernate/procedure/internal/ProcedureOutputsImpl.java,1,1
documentation/src/main/docbook/devguide/en-US/chapters/{criteria => query_criteria}/Criteria.xml,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/id/sequences/JoinColumnOverrideTest.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/idbag/Mappings.hbm.xml,1,1
hibernate-envers/src/{matrix => test}/java/org/hibernate/envers/test/integration/interfaces/hbm/propertiesAudited2/subclass/SubclassPropertiesAudited2Test.java,1,1
hibernate-envers/src/{matrix => test}/java/org/hibernate/envers/test/integration/manytomany/unidirectional/BasicUniList.java,1,1
hibernate-core/src/matrix/java/org/hibernate/test/collection/custom/parameterized/DefaultableList.java,1,1
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/onetomany/inverseToSuperclass/Master.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/subselect/HighestBid.java,1,1
hibernate-envers/src/{matrix => test}/java/org/hibernate/envers/test/integration/naming/VersionsJoinTableRangeTestAlternateEntity.java,1,1
hibernate-ehcache/src/test/java/org/hibernate/cache/ehcache/internal/strategy/ItemValueExtractor.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/onetoone/link/Person.hbm.xml,1,1
hibernate-core/src/test/java/org/hibernate/test/sql/hand/custom/mysql/Mappings.hbm.xml,1,1
hibernate-entitymanager/src/main/docbook/en/modules/migrated/batch.xml,1,1
hibernate-envers/src/main/java/org/hibernate/envers/{ => internal}/entities/mapper/SinglePropertyMapper.java,1,1
hibernate-core/src/main/java/org/hibernate/loader/spi/{OnDemandResultSetProcessor.java => ScrollableResultSetProcessor.java},1,1
hibernate-envers/src/{matrix => test}/java/org/hibernate/envers/test/entities/onetomany/ids/SetRefIngMulIdEntity.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/manytomany/UserGroup.hbm.xml,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/inheritance/joined/Sweater.java,1,1
hibernate-envers/src/{matrix => test}/java/org/hibernate/envers/test/integration/onetoone/bidirectional/Bidirectional.java,1,1
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/event/{CallbackResolver.java => jpa/LegacyCallbackProcessor.java},1,1
hibernate-core/src/test/resources/org/hibernate/test/annotations/enumerated/ormXml/orm.xml,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/fetchprofiles/join/Department.java,1,1
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/event/jpa/CallbackProcessor.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/indexcoll/Painting.java,1,1
hibernate-envers/src/{matrix => test}/java/org/hibernate/envers/test/entities/manytomany/ListOwnedEntity.java,1,1
documentation/src/main/style/images/images/org/hibernate/docbook/callouts/13.svg,1,1
hibernate-core/src/test/java/org/hibernate/test/math/MathEntity.java,1,1
hibernate-core/src/test/java/org/hibernate/test/keymanytoone/bidir/ondelete/Order.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/cid/SomeEntity.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/lob/SerializableData.java,1,1
hibernate-entitymanager/src/test/java/org/hibernate/ejb/test/metadata/mappedsuperclass/embeddedid/AbstractProduct.java,1,1
hibernate-entitymanager/src/main/java/org/hibernate/ejb/criteria/compile/CriteriaCompiler.java,1,1
hibernate-entitymanager/src/main/java/org/hibernate/{ejb => jpa/internal}/metamodel/MetadataContext.java,1,1
hibernate-entitymanager/src/test/java/org/hibernate/{ejb => jpa/test}/criteria/ParameterTest.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/sql/hand/quotedidentifiers/Person.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/subselect/Item.java,1,1
hibernate-entitymanager/src/main/java/org/hibernate/jpa/criteria/compile/RenderingContext.java,1,1
hibernate-entitymanager/src/{matrix => test}/java/org/hibernate/ejb/test/association/Kitchen.java,1,1
hibernate-entitymanager/src/test/java/org/hibernate/{ejb => jpa}/test/SettingsGenerator.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/collectionelement/embeddables/withcustomenumdef/Query.java,1,1
hibernate-envers/src/{matrix => test}/java/org/hibernate/envers/test/entities/onetomany/detached/ListJoinColumnBidirectionalInheritanceRefEdChildEntity.java,1,1
hibernate-entitymanager/src/main/java/org/hibernate/{ejb/boot/internal => jpa}/HibernatePersistenceProvider.java,1,1
hibernate-core/src/test/java/org/hibernate/test/criteria/Country.java,1,1
hibernate-envers/src/main/java/org/hibernate/envers/event/{ => spi}/EnversIntegrator.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cascade/circle/Tour.java,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/onetomany/BasicSetWithEmbId.java,1,1
hibernate-entitymanager/src/main/java/org/hibernate/{ejb => jpa}/criteria/ParameterRegistry.java,1,1
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/manytomany/inverseToSuperclass/DetailSubclass2.java,1,1
hibernate-entitymanager/src/main/java/org/hibernate/{ejb/packaging => jpa/packaging/internal}/ClassFilter.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/override/PhoneNumber.java,1,1
documentation/src/main/docbook/devguide/en-US/chapters/{hql => query_ql}/extras/statement_insert_example_named_id.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dynamicentity/DataProxyHandler.java,1,1
hibernate-core/src/main/java/org/hibernate/bytecode/buildtime/spi/AbstractInstrumenter.java,1,1
hibernate-osgi/src/main/java/org/hibernate/osgi/util/OsgiServiceUtil.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/jpa/ql/JPAQLComplianceTest.java,1,1
hibernate-core/src/main/java/org/hibernate/metamodel/source/annotations/AnnotationMetadataSourceProcessorImpl.java,1,1
hibernate-entitymanager/src/test/java/org/hibernate/{ejb => jpa/test}/metamodel/SomeMappedSuperclassSubclass.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/any/PropertyValue.java,1,1
documentation/src/main/docbook/devguide/en-US/chapters/{criteria => query_criteria}/extras/CriteriaBuilder_query_creation_snippet.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/various/Truck.java,1,1
hibernate-entitymanager/src/main/java/org/hibernate/jpa/criteria/predicate/ExplicitTruthValueCheck.java,1,1
hibernate-envers/src/{matrix => test}/java/org/hibernate/envers/test/entities/StrTestEntity.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/typeparameters/Widget.java,1,1
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/inheritance/joined/ParentEntity.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/hql/FunctionNamesAsColumns.hbm.xml,1,1
buildSrc/src/main/groovy/org/hibernate/build/qalab/DisabledDatabaseAllocation.groovy,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/inheritance/Vegetable.java,1,1
hibernate-envers/src/main/java/org/hibernate/envers/query/{ => internal}/property/ModifiedFlagPropertyName.java,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/beanvalidation/TvOwner.java,1,1
hibernate-envers/src/matrix/resources/mappings/entityNames/manyToManyAudited/mappings.hbm.xml,1,1
hibernate-entitymanager/src/test/java/org/hibernate/{ejb => jpa}/test/pack/war/Mouse.java,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/performance/AbstractEntityManagerTest.java,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/basic/GlobalVersioned.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/stats/Continent2.hbm.xml,1,1
hibernate-entitymanager/src/{matrix => test}/java/org/hibernate/ejb/test/emops/Dog.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/propertyref/inheritence/discrim/Person.hbm.xml,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/lob/VersionedCompiledCode.java,1,1
hibernate-core/src/main/java/org/hibernate/engine/jdbc/dialect/internal/DialectFactoryImpl.java,1,1
hibernate-envers/src/matrix/java/org/hibernate/envers/test/integration/superclass/auditparents/ExplicitTransitiveChildEntity.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/override/Addr.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/embedded/many2one/Country.java,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/collectionelement/deepcollectionelements/DeepCollectionElementTest.java,1,1
documentation/src/main/docbook/devguide/en-US/chapters/{hql => query_ql}/extras/predicate_in_bnf.txt,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/naturalid/mutable/cached/CachedMutableNaturalIdNonStrictReadWriteTest.java,1,1
hibernate-entitymanager/src/test/java/org/hibernate/jpa/test/graphs/named/basic/BasicAnnNamedEntityGraphTest.java,1,1
hibernate-envers/src/{matrix => test}/java/org/hibernate/envers/test/integration/naming/BasicNaming.java,1,1
hibernate-core/src/main/java/org/hibernate/engine/transaction/internal/jta/CMTTransactionFactory.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/hql/HqlParserTest.java,1,1
hibernate-entitymanager/src/{matrix => test}/java/org/hibernate/ejb/test/cascade/Student.java,1,1
hibernate-envers/src/main/java/org/hibernate/envers/configuration/{ => internal}/metadata/AuditTableData.java,1,1
hibernate-core/src/test/java/org/hibernate/test/orphan/one2one/fk/composite/Employee.java,1,1
hibernate-core/src/main/java/org/hibernate/persister/collection/ElementPropertyMapping.java,1,1
documentation/src/main/docbook/devguide/en-US/chapters/{multi-tenancy => multi_tenancy}/Multi_Tenancy.xml,1,1
hibernate-core/src/main/java/org/hibernate/event/spi/PostUpdateEventListener.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/override/Move.java,1,1
hibernate-envers/src/{matrix => test}/java/org/hibernate/envers/test/entities/onetomany/detached/ids/SetRefCollEntityMulId.java,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/idclass/DomainAdmin.java,1,1
hibernate-infinispan/src/main/java/org/hibernate/cache/infinispan/entity/package-info.java,1,1
hibernate-core/src/test/java/org/hibernate/test/math/Math.hbm.xml,1,1
hibernate-entitymanager/src/test/java/org/hibernate/{ejb => jpa}/test/metagen/mappedsuperclass/idclass/MappedSuperclassWithEntityWithIdClassTest.java,1,1
hibernate-envers/src/{matrix => test}/java/org/hibernate/envers/test/entities/manytomany/unidirectional/M2MTargetNotAuditedEntity.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/manytoone/Node.java,1,1
hibernate-core/src/main/java/org/hibernate/secure/spi/PermissionCheckEntityInformation.java,1,1
hibernate-core/src/main/java/org/hibernate/sql/Sybase11JoinFragment.java,1,1
documentation/src/main/docbook/devguide/en-US/chapters/events/extras/LoadListenerExample.java,1,1
hibernate-core/src/main/java/org/hibernate/{service => engine}/jndi/spi/JndiService.java,1,1
hibernate-core/src/main/java/org/hibernate/bytecode/spi/ClassTransformer.java,1,1
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/inheritance/joined/primarykeyjoin/ChildPrimaryKeyJoinEntity.java,1,1
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/event/jpa/StandardListenerFactory.java,1,1
hibernate-core/src/main/java/org/hibernate/type/descriptor/sql/BasicBinder.java,1,1
hibernate-entitymanager/src/main/java/org/hibernate/{ejb => jpa}/boot/internal/PersistenceUnitInfoDescriptor.java,1,1
hibernate-core/src/test/java/org/hibernate/test/collection/ordered/joinedInheritence/Tiger.java,1,1
hibernate-entitymanager/src/main/java/org/hibernate/ejb/QueryHints.java,1,1
hibernate-entitymanager/src/test/resources/org/hibernate/ejb/test/xml/Qualifier.hbm.xml,1,1
hibernate-envers/src/{matrix => test}/java/org/hibernate/envers/test/integration/reventity/trackmodifiedentities/TrackingEntitiesMultipleChangesTest.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cid/CompositeIdWithGeneratorTest.java,1,1
hibernate-entitymanager/src/main/java/org/hibernate/jpa/internal/schemagen/ScriptSourceInput.java,1,1
hibernate-envers/src/main/java/org/hibernate/envers/configuration/AuditEntitiesConfiguration.java,1,1
hibernate-core/src/test/java/org/hibernate/test/propertyref/inheritence/union/Person.hbm.xml,1,1
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/onetoone/bidirectional/primarykeyjoincolumn/AccountNotAuditedOwners.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/manytomany/Inspector.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/cid/TvMagazinPk.java,1,1
hibernate-envers/src/test/java/org/hibernate/envers/test/entities/components/relations/OneToManyComponent.java,1,1
hibernate-core/src/main/java/org/hibernate/result/Result.java,1,1
hibernate-envers/src/test/java/org/hibernate/envers/test/entities/collection/EnumSetEntity.java,1,1
hibernate-core/src/test/java/org/hibernate/test/orphan/one2one/fk/reversed/unidirectional/Employee.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/hql/QueryTranslatorTestCase.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/joinedsubclass/Address.java,1,1
hibernate-core/src/matrix/java/org/hibernate/test/idgen/enhanced/sequence/Dedicated.hbm.xml,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/various/VMTimestamped.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/jpa/MySubclassEntity.java,1,1
documentation/src/main/style/images/images/org/hibernate/docbook/callouts/12.svg,1,1
hibernate-osgi/src/test/resources/bnd/el-api.bnd,1,1
hibernate-envers/src/test/java/org/hibernate/envers/test/entities/reventity/CustomRevEntity.java,1,1
hibernate-entitymanager/src/main/java/org/hibernate/jpa/criteria/path/AbstractPathImpl.java,1,1
hibernate-envers/src/main/java/org/hibernate/envers/{ => internal}/synchronization/EntityChangeNotifier.java,1,1
documentation/src/main/docbook/devguide/en-US/chapters/hql/extras/versioned_update_statement_hql.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/cascade/multicircle/jpa/sequence/MultiCircleJpaCascadeSequenceTest.java,1,1
hibernate-core/src/matrix/java/org/hibernate/test/sql/autodiscovery/User.java,1,1
databases/mysql51/matrix.gradle,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/naturalid/nullable/A.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/readonly/DataPoint.hbm.xml,1,1
hibernate-envers/src/{matrix => test}/java/org/hibernate/envers/test/integration/reference/GreetingSetPO.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/subclassfilter/joined-subclass.hbm.xml,1,1
hibernate-core/src/main/java/org/hibernate/engine/{ => spi}/ManagedEntity.java,1,1
hibernate-envers/src/{matrix => test}/java/org/hibernate/envers/test/integration/naming/VersionsJoinTableRangeTestEntitySuperClass.java,1,1
hibernate-core/src/test/java/org/hibernate/test/naturalid/nullable/C.java,1,1
hibernate-envers/src/{matrix => test}/java/org/hibernate/envers/test/integration/onetomany/BidirectionalMapKey.java,1,1
documentation/src/main/docbook/devguide/en-US/chapters/{hql => query_ql}/extras/concat_op_example.txt,1,1
hibernate-envers/src/main/java/org/hibernate/envers/internal/entities/mapper/relation/CommonCollectionMapperData.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/target/LuggageImpl.java,1,1
hibernate-envers/src/{matrix => test}/java/org/hibernate/envers/test/integration/superclass/auditoverride/AuditedBaseEntity.java,1,1
hibernate-envers/src/{matrix => test}/java/org/hibernate/envers/test/integration/reventity/LongRevNumberRevEntity.java,1,1
hibernate-core/src/test/java/org/hibernate/test/collection/{set/hhh8206 => basic}/EmailAddress.java,1,1
hibernate-entitymanager/src/test/resources/org/hibernate/{ejb => jpa}/test/ops/Employer.hbm.xml,1,1
hibernate-core/src/main/java/org/hibernate/service/instrumentation/internal/CachingInstrumentationService.java,1,1
hibernate-entitymanager/src/main/java/org/hibernate/{ejb => jpa}/criteria/path/AbstractPathImpl.java,1,1
hibernate-envers/src/main/java/org/hibernate/envers/{ => internal}/entities/mapper/id/AbstractCompositeIdMapper.java,1,1
hibernate-core/src/main/java/org/hibernate/internal/util/collections/LRUMap.java,1,1
hibernate-core/src/main/java/org/hibernate/jmx/StatisticsServiceMBean.java,1,1
documentation/src/main/docbook/devguide/en-US/chapters/{hql => query_ql}/extras/predicate_in_example.txt,1,1
hibernate-envers/src/test/java/org/hibernate/envers/test/integration/superclass/auditoverride/PropertyOverrideEntity.java,1,1
hibernate-core/src/test/java/org/hibernate/id/TableHiLoGeneratorTest.java,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/access/jpa/Horse.java,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/reflection/{JPAOverridenAnnotationReaderTest.java => JPAOverriddenAnnotationReaderTest.java},1,1
documentation/src/main/docbook/devguide/en-US/chapters/{multi-tenancy => multitenancy}/images/multitenacy_schema.png,1,1
hibernate-core/src/matrix/java/org/hibernate/test/usercollection/basic/Email.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/ops/PersonalDetails.java,1,1
hibernate-entitymanager/src/test/java/org/hibernate/{ejb => jpa}/test/metadata/Feline.java,1,1
hibernate-entitymanager/src/{matrix => test}/java/org/hibernate/ejb/test/callbacks/CountryNameCheckerListener.java,1,1
hibernate-envers/src/{matrix => test}/java/org/hibernate/envers/test/integration/superclass/auditparents/ChildSingleParentEntity.java,1,1
documentation/src/main/style/images/images/org/hibernate/docbook/callouts/12.png,1,1
hibernate-entitymanager/src/main/java/org/hibernate/jpa/graph/internal/advisor/AdviceStyle.java,1,1
hibernate-entitymanager/src/test/java/org/hibernate/{ejb => jpa}/test/connection/PersistenceUnitInfoImpl.java,1,1
hibernate-envers/src/test/java/org/hibernate/envers/test/entities/manytomany/MapOwnedEntity.java,1,1
hibernate-entitymanager/src/test/java/org/hibernate/ejb/test/hibernateFilters/EntityManagerWithFilteredSessionTest.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/manytomanyassociationclass/Membership.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/stateless/Contact.java,1,1
documentation/src/main/docbook/devguide/en-US/chapters/{criteria => query_criteria}/extras/from_join_example_embedded_and_many2one.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/annotations/generics/DNA.java,1,1
hibernate-entitymanager/src/main/java/org/hibernate/{ejb/packaging => jpa/packaging/internal}/AbstractJarVisitor.java,1,1
hibernate-entitymanager/src/test/java/org/hibernate/{ejb => jpa}/test/inheritance/Fruit.java,1,1
hibernate-envers/src/{matrix => test}/java/org/hibernate/envers/test/integration/reventity/Listener.java,1,1
hibernate-infinispan/src/test/resources/2lc-test-tcp.xml,1,1
hibernate-core/src/test/java/org/hibernate/test/schemaupdate/MigrationTest.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/component/cascading/collection/Definition.java,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cascade/MultiPathCascadeTest.java,1,1
hibernate-entitymanager/src/test/java/org/hibernate/ejb/test/pack/explodedpar/package-info.java,1,1
