entity,author,author-revs,total-revs
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cid/LineItem.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cid/Order.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cid/Order.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cid/Product.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cid/Product.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cid/PurchaseDetail.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cid/PurchaseRecord.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cid/PurchaseRecord.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cid/PurchaseRecordIdGenerator.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/backref/map/compkey/BackrefCompositeMapKeyTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/backref/map/compkey/MapKey.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/backref/map/compkey/Mappings.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/backref/map/compkey/Part.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/backref/map/compkey/Product.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/bag/BagOwner.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/bag/Mappings.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/bag/PersistentBagTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/custom/basic/Email.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/custom/basic/IMyList.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/custom/basic/MyList.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/custom/basic/MyListType.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/custom/basic/PersistentMyList.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/custom/basic/User.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/custom/basic/UserCollectionTypeAnnotationsVariantTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/custom/basic/UserCollectionTypeHbmVariantTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/custom/basic/UserCollectionTypeTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/custom/basic/UserPermissions.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/custom/parameterized/DefaultableList.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/custom/parameterized/DefaultableListImpl.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/custom/parameterized/DefaultableListType.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/custom/parameterized/Entity.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/custom/parameterized/Mapping.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/custom/parameterized/ParameterizedUserCollectionTypeAnnotationsVariantTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/custom/parameterized/ParameterizedUserCollectionTypeHbmVariantTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/custom/parameterized/ParameterizedUserCollectionTypeTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/custom/parameterized/PersistentDefaultableList.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/idbag/IdbagOwner.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/idbag/Mappings.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/idbag/PersistentIdBagTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/list/ListOwner.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/list/Mappings.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/list/PersistentListTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/map/Child.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/map/Mappings.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/map/Parent.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/map/PersistentMapTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/original/Animal.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/original/CollectionTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/original/Email.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/original/Mammal.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/original/Permission.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/original/User.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/original/UserPermissions.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/original/Zoo.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/original/Zoo.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/set/Child.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/set/Container.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/set/Mappings.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/set/MappingsNonLazy.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/set/Parent.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/set/PersistentSetNonLazyTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/collection/set/PersistentSetTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/component/basic/ComponentTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/component/basic/Employee.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/component/basic/OptionalComponent.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/component/basic/Person.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/component/basic/User.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/component/basic/User.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/component/basic2/ComponentJoinsTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/component/basic2/Name.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/component/basic2/Person.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/component/cascading/collection/CascadeToComponentCollectionTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/component/cascading/collection/Definition.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/component/cascading/collection/LocalizedStrings.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/component/cascading/collection/Mappings.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/component/cascading/collection/Value.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/component/cascading/toone/Address.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/component/cascading/toone/CascadeToComponentAssociationTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/component/cascading/toone/Document.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/component/cascading/toone/Mappings.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/component/cascading/toone/PersonalInfo.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/component/cascading/toone/User.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/compositeelement/Child.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/compositeelement/CompositeElementTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/compositeelement/Parent.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/compositeelement/Parent.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/AbstractFoo.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/Animal.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/Bar.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/CityState.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/Code.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/ComplexJoinAliasTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/Course.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/CourseMeeting.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/CourseMeetingId.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/CriteriaQueryTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/Enrolment.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/Enrolment.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/Foo.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/GreatFoo.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/LikeTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/ListActionRole.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/LongInElementsTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/Man.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/Order.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/Order.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/OrderLine.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/OuterJoinCriteriaTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/Person.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/Person.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/Role.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/StringExpression.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/Student.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/StudentAddress.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/StudentDTO.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/TestObject.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/TestObject.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/VersionedRecord.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/criteria/Woman.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cuk/Account.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cuk/Address.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cuk/CompositePropertyRefTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cuk/Person.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cuk/Person.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cut/CompositeUserTypeTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cut/MonetoryAmount.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cut/MonetoryAmountUserType.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cut/MutualFund.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cut/Transaction.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cut/Transaction.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/cut/types.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/deletetransient/Address.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/deletetransient/DeleteTransientEntityTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/deletetransient/Note.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/deletetransient/Person.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/deletetransient/Person.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/deletetransient/Suite.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dialect/function/MySQLRoundFunctionTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dialect/functional/Product2.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dialect/functional/SQLServerDialectTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dialect/functional/cache/SQLFunctionsInterSystemsTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dialect/functional/cache/TestInterSystemsFunctionsClass.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dialect/functional/cache/TestInterSystemsFunctionsClass.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/discriminator/Address.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/discriminator/Customer.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/discriminator/DiscriminatorTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/discriminator/Employee.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/discriminator/PartTimeEmployee.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/discriminator/Person.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/discriminator/Person.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/discriminator/SimpleInheritance.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/discriminator/SimpleInheritanceTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dynamicentity/Address.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dynamicentity/Company.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dynamicentity/Customer.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dynamicentity/DataProxyHandler.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dynamicentity/Person.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dynamicentity/ProxyHelper.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dynamicentity/interceptor/Customer.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dynamicentity/interceptor/InterceptorDynamicEntityTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dynamicentity/interceptor/ProxyInterceptor.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dynamicentity/package.html,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dynamicentity/tuplizer/Customer.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dynamicentity/tuplizer/EntityNameInterceptor.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dynamicentity/tuplizer/MyEntityInstantiator.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dynamicentity/tuplizer/MyEntityTuplizer.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dynamicentity/tuplizer/TuplizerDynamicEntityTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dynamicentity/tuplizer2/Customer.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dynamicentity/tuplizer2/ImprovedTuplizerDynamicEntityTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dynamicentity/tuplizer2/MyEntityInstantiator.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/dynamicentity/tuplizer2/MyEntityTuplizer.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/ecid/Course.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/ecid/Course.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/ecid/EmbeddedCompositeIdTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/ecid/UniversityCourse.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/entitymode/map/basic/DynamicClassTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/entitymode/map/basic/ProductLine.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/entitymode/map/subclass/Mappings.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/entitymode/map/subclass/SubclassDynamicMapTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/entityname/Car.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/entityname/EntityNameFromSubClassTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/entityname/Person.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/entityname/Vehicle.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/entityname/Vehicle.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/AbstractCollectionEventTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/AbstractParentWithCollection.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/BrokenCollectionEventTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/Child.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/ChildEntity.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/ChildValue.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/CollectionListeners.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/Entity.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/ParentWithCollection.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/association/AbstractAssociationCollectionEventTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/association/bidirectional/manytomany/BidirectionalManyToManyBagToSetCollectionEventTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/association/bidirectional/manytomany/BidirectionalManyToManyBagToSetMapping.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/association/bidirectional/manytomany/BidirectionalManyToManySetToSetCollectionEventTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/association/bidirectional/manytomany/BidirectionalManyToManySetToSetMapping.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/association/bidirectional/manytomany/ChildWithBidirectionalManyToMany.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/association/bidirectional/manytomany/ParentWithBidirectionalManyToMany.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/association/bidirectional/onetomany/BidirectionalOneToManyBagCollectionEventTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/association/bidirectional/onetomany/BidirectionalOneToManyBagMapping.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/association/bidirectional/onetomany/BidirectionalOneToManyBagSubclassCollectionEventTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/association/bidirectional/onetomany/BidirectionalOneToManyBagSubclassMapping.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/association/bidirectional/onetomany/BidirectionalOneToManySetCollectionEventTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/association/bidirectional/onetomany/BidirectionalOneToManySetMapping.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/association/bidirectional/onetomany/ChildWithManyToOne.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/association/bidirectional/onetomany/ParentWithBidirectionalOneToMany.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/association/bidirectional/onetomany/ParentWithBidirectionalOneToManySubclass.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/association/unidirectional/ParentWithCollectionOfEntities.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/association/unidirectional/manytomany/UnidirectionalManyToManyBagCollectionEventTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/association/unidirectional/manytomany/UnidirectionalManyToManyBagMapping.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/association/unidirectional/onetomany/UnidirectionalOneToManyBagCollectionEventTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/association/unidirectional/onetomany/UnidirectionalOneToManyBagMapping.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/association/unidirectional/onetomany/UnidirectionalOneToManySetCollectionEventTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/association/unidirectional/onetomany/UnidirectionalOneToManySetMapping.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/values/ParentWithCollectionOfValues.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/values/ValuesBagCollectionEventTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/event/collection/values/ValuesBagMapping.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/events/CallbackTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/exception/Group.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/exception/Group.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/exception/SQLExceptionConversionTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/exception/User.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/exception/User.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/extralazy/Document.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/extralazy/ExtraLazyTest.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/extralazy/Group.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/extralazy/SessionAttribute.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/extralazy/User.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/extralazy/UserGroup.hbm.xml,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/fetchprofiles/join/Course.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/fetchprofiles/join/CourseOffering.java,Steve Ebersole,1,1
hibernate-core/src/{matrix => test}/java/org/hibernate/test/fetchprofiles/join/Department.java,Steve Ebersole,1,1
