entity,author,author-revs,total-revs
hibernate-core/src/test/java/org/hibernate/test/annotations/fetchprofile/Customer4.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/fetchprofile/Customer5.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/fetchprofile/FetchProfileTest.java,Strong Liu,2,2
hibernate-core/src/test/java/org/hibernate/test/annotations/filter/secondarytable/SecondaryTableTest.java,Rob Worsnop,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/filter/secondarytable/User.java,brmeyer,1,2
hibernate-core/src/test/java/org/hibernate/test/annotations/filter/secondarytable/User.java,Rob Worsnop,1,2
hibernate-core/src/test/java/org/hibernate/test/annotations/filter/subclass/joined/Club.java,Rob Worsnop,2,2
hibernate-core/src/test/java/org/hibernate/test/annotations/filter/subclass/joined/Human.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/filter/subclass/joined/JoinedSubClassTest.java,Esen Sagynov,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/filter/subclass/joined/Mammal.java,brmeyer,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/filter/subclass/singletable/Animal.java,Rob Worsnop,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/filter/subclass/singletable/Human.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/filter/subclass/singletable/Mammal.java,brmeyer,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/filter/subclass/tableperclass/Human.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/filter/subclass/tableperclass/Mammal.java,brmeyer,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/fkcircularity/FkCircularityTest.java,Strong Liu,2,2
hibernate-core/src/test/java/org/hibernate/test/annotations/generics/Dummy.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/generics/WildEntity.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/id/IdTest.java,Emmanuel Bernard,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/id/JoinColumnOverrideTest.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/id/entities/Hotel.java,Emmanuel Bernard,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/id/generationmappings/CompleteSequenceEntity.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/id/generationmappings/MinimalTableEntity.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/id/generationmappings/NewGeneratorMappingsTest.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/id/generationmappings/package-info.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/id/sequences/HibernateSequenceTest.java,brmeyer,1,2
hibernate-core/src/test/java/org/hibernate/test/annotations/id/sequences/HibernateSequenceTest.java,Lukasz Antoniak,1,2
hibernate-core/src/test/java/org/hibernate/test/annotations/id/sequences/JoinColumnOverrideTest.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/idclass/DomainAdmin.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/idclass/DomainAdminId.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/idclass/xml/HabitatSpeciesLink.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/idclass/xml/IdClassXmlTest.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/idclassgeneratedvalue/Simple2.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/idmanytoone/Course.java,Alex Kalashnikov,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/idmanytoone/CourseStudent.java,Alex Kalashnikov,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/idmanytoone/IdManyToOneTest.java,Steve Ebersole,1,2
hibernate-core/src/test/java/org/hibernate/test/annotations/idmanytoone/IdManyToOneTest.java,Alex Kalashnikov,1,2
hibernate-core/src/test/java/org/hibernate/test/annotations/idmanytoone/ShoppingBasketsPK.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/idmanytoone/Student.java,Alex Kalashnikov,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/idmanytoone/alphabetical/Acces.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/immutable/ImmutableTest.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/index/jpa/AbstractJPAIndexTest.java,Strong Liu,2,2
hibernate-core/src/test/java/org/hibernate/test/annotations/index/jpa/Car.java,Strong Liu,2,2
hibernate-core/src/test/java/org/hibernate/test/annotations/index/jpa/Dealer.java,Strong Liu,2,2
hibernate-core/src/test/java/org/hibernate/test/annotations/index/jpa/Importer.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/index/jpa/IndexTest.java,Strong Liu,5,5
hibernate-core/src/test/java/org/hibernate/test/annotations/index/jpa/OrmXmlIndexTest.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/indexcoll/GenerationGroup.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/indexcoll/Wardrobe.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/inheritance/discriminatoroptions/BaseClass2.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/inheritance/discriminatoroptions/DiscriminatorOptionsTest.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/inheritance/discriminatoroptions/SubClass2.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/inheritance/joined/Customer.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/inheritance/joined/SwimmingPool.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/inheritance/singletable/DuplicatedDiscriminatorValueTest.java,Lukasz Antoniak,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/join/Cat.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/join/JoinOrderingTest.java,Brett Meyer,3,3
hibernate-core/src/test/java/org/hibernate/test/annotations/join/Product.java,Brett Meyer,2,2
hibernate-core/src/test/java/org/hibernate/test/annotations/join/ProductDetails.java,Brett Meyer,2,2
hibernate-core/src/test/java/org/hibernate/test/annotations/join/ProductVersion.java,Brett Meyer,2,2
hibernate-core/src/test/java/org/hibernate/test/annotations/join/SysGroupsOrm.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/join/SysUserOrm.java,Esen Sagynov,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/lob/Document.java,Lukasz Antoniak,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/lob/EntitySerialize.java,brmeyer,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/lob/ExplicitSerializable.java,brmeyer,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/lob/ExplicitSerializableType.java,brmeyer,2,2
hibernate-core/src/test/java/org/hibernate/test/annotations/lob/ImageHolder.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/lob/ImageTest.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/lob/ImplicitSerializable.java,brmeyer,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/lob/ImplicitSerializableType.java,brmeyer,2,2
hibernate-core/src/test/java/org/hibernate/test/annotations/lob/LobWithSequenceIdentityGeneratorTest.java,Lukasz Antoniak,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/lob/OracleSeqIdGenDialect.java,Lukasz Antoniak,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/lob/SerializableToBlobTypeTest.java,Brett Meyer,1,3
hibernate-core/src/test/java/org/hibernate/test/annotations/lob/SerializableToBlobTypeTest.java,brmeyer,2,3
hibernate-core/src/test/java/org/hibernate/test/annotations/lob/hhh4635/LobTest.java,brmeyer,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/lob/hhh4635/LobTestEntity.java,brmeyer,2,2
hibernate-core/src/test/java/org/hibernate/test/annotations/lob/locator/LobHolder.java,Brett Meyer,1,2
hibernate-core/src/test/java/org/hibernate/test/annotations/lob/locator/LobHolder.java,Lukasz Antoniak,1,2
hibernate-core/src/test/java/org/hibernate/test/annotations/lob/locator/LobLocatorTest.java,Brett Meyer,1,2
hibernate-core/src/test/java/org/hibernate/test/annotations/lob/locator/LobLocatorTest.java,Lukasz Antoniak,1,2
hibernate-core/src/test/java/org/hibernate/test/annotations/manytomany/ManyToManyMaxFetchDepth0Test.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/manytomany/ManyToManyTest.java,Strong Liu,1,2
hibernate-core/src/test/java/org/hibernate/test/annotations/manytomany/ManyToManyTest.java,brmeyer,1,2
hibernate-core/src/test/java/org/hibernate/test/annotations/manytomany/Zone.java,Esen Sagynov,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/manytoone/Carz.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/manytoone/Frame.java,Brett Meyer,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/manytoone/ManyToOneTest.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/manytoone/referencedcolumnname/Vendor.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/manytoonewithformula/Language.java,Esen Sagynov,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/manytoonewithformula/ManyToOneWithFormulaTest.java,Brett Meyer,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/mappedsuperclass/intermediate/Account.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/mappedsuperclass/intermediate/AccountBase.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/mappedsuperclass/intermediate/SavingsAccount.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/mappedsuperclass/intermediate/SavingsAccountBase.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/namingstrategy/AddressEntry.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/namingstrategy/NamingStrategyTest.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/onetomany/BankAccount.java,Brett Meyer,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/onetomany/Box.java,Lukasz Antoniak,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/onetomany/City.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/onetomany/Comment.java,Brett Meyer,2,2
hibernate-core/src/test/java/org/hibernate/test/annotations/onetomany/DefaultNullOrderingTest.java,Lukasz Antoniak,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/onetomany/Forum.java,Brett Meyer,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/onetomany/Item.java,Lukasz Antoniak,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/onetomany/Manufacturer.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/onetomany/Model.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/onetomany/OneToManyTest.java,Strong Liu,1,2
hibernate-core/src/test/java/org/hibernate/test/annotations/onetomany/OneToManyTest.java,Steve Ebersole,1,2
hibernate-core/src/test/java/org/hibernate/test/annotations/onetomany/Order.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/onetomany/OrderByTest.java,Brett Meyer,2,4
hibernate-core/src/test/java/org/hibernate/test/annotations/onetomany/OrderByTest.java,Lukasz Antoniak,2,4
hibernate-core/src/test/java/org/hibernate/test/annotations/onetomany/OrderID.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/onetomany/Post.java,Strong Liu,1,2
hibernate-core/src/test/java/org/hibernate/test/annotations/onetomany/Post.java,Brett Meyer,1,2
hibernate-core/src/test/java/org/hibernate/test/annotations/onetomany/Soldier.java,Lukasz Antoniak,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/onetomany/Transaction.java,Brett Meyer,2,2
hibernate-core/src/test/java/org/hibernate/test/annotations/onetomany/User.java,Brett Meyer,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/onetomany/Visitor.java,Lukasz Antoniak,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/onetomany/Zoo.java,Lukasz Antoniak,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/onetoone/OneToOneErrorTest.java,Strong Liu,2,2
hibernate-core/src/test/java/org/hibernate/test/annotations/onetoone/SerialNumber.java,Esen Sagynov,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/onetoone/hhh4851/DeviceGroupConfig.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/onetoone/hhh4851/Owner.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/onetoone/primarykey/NullablePrimaryKeyTest.java,Strong Liu,2,3
hibernate-core/src/test/java/org/hibernate/test/annotations/onetoone/primarykey/NullablePrimaryKeyTest.java,Lukasz Antoniak,1,3
hibernate-core/src/test/java/org/hibernate/test/annotations/override/Addr.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/override/AssociationOverrideSchemaTest.java,Lukasz Antoniak,2,2
hibernate-core/src/test/java/org/hibernate/test/annotations/override/BlogEntry.java,Lukasz Antoniak,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/override/Entry.java,Lukasz Antoniak,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/override/PropertyRecord.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/persister/Card.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/persister/CollectionPersister.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/persister/Deck.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/persister/EntityPersister.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/persister/PersisterTest.java,Strong Liu,2,2
hibernate-core/src/test/java/org/hibernate/test/annotations/polymorphism/Automobile.java,Brett Meyer,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/polymorphism/Car.java,Brett Meyer,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/polymorphism/MarketRegion.java,Brett Meyer,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/polymorphism/MovingThing.java,Brett Meyer,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/polymorphism/PolymorphismTest.java,Brett Meyer,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/query/AllTables.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/query/Attrset.java,Brett Meyer,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/query/Attrvalue.java,Brett Meyer,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/query/Dictionary.java,Esen Sagynov,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/query/Employee.java,Brett Meyer,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/query/Employeegroup.java,Brett Meyer,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/query/QueryAndSQLTest.java,Steve Ebersole,1,3
hibernate-core/src/test/java/org/hibernate/test/annotations/query/QueryAndSQLTest.java,Brett Meyer,2,3
hibernate-core/src/test/java/org/hibernate/test/annotations/quote/Person.java,Strong Liu,1,2
hibernate-core/src/test/java/org/hibernate/test/annotations/quote/Person.java,Brett Meyer,1,2
hibernate-core/src/test/java/org/hibernate/test/annotations/quote/QuoteGlobalTest.java,Brett Meyer,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/quote/Role.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/referencedcolumnname/HousePlaces.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/referencedcolumnname/Item.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/referencedcolumnname/Place.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/referencedcolumnname/Places.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/referencedcolumnname/ReferencedColumnNameTest.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/reflection/JPAOverridenAnnotationReaderTest.java,Hardy Ferentschik,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/reflection/XMLContextTest.java,Hardy Ferentschik,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/reflection/{JPAOverridenAnnotationReaderTest.java => JPAOverriddenAnnotationReaderTest.java},Hardy Ferentschik,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/tableperclass/Component.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/type/TypeCapacityTest.java,Brett Meyer,1,2
hibernate-core/src/test/java/org/hibernate/test/annotations/type/TypeCapacityTest.java,brmeyer,1,2
hibernate-core/src/test/java/org/hibernate/test/annotations/uniqueconstraint/UniqueConstraintTest.java,Brett Meyer,1,2
hibernate-core/src/test/java/org/hibernate/test/annotations/uniqueconstraint/UniqueConstraintTest.java,brmeyer,1,2
hibernate-core/src/test/java/org/hibernate/test/annotations/uniqueconstraint/UniqueConstraintValidationTest.java,Strong Liu,1,4
hibernate-core/src/test/java/org/hibernate/test/annotations/uniqueconstraint/UniqueConstraintValidationTest.java,Brett Meyer,1,4
hibernate-core/src/test/java/org/hibernate/test/annotations/uniqueconstraint/UniqueConstraintValidationTest.java,Nikolay Shestakov,2,4
hibernate-core/src/test/java/org/hibernate/test/annotations/xml/ejb3/NonExistentOrmVersionTest.java,Steve Ebersole,3,3
hibernate-core/src/test/java/org/hibernate/test/annotations/xml/ejb3/OrmVersion1SupportedTest.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/annotations/xml/hbm/BImpl.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/batch/BatchTest.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/batchfetch/BatchFetchTest.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/batchfetch/BatchLoadableEntity.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/bytecode/enhancement/EnhancerTest.java,Steve Ebersole,5,5
hibernate-core/src/test/java/org/hibernate/test/bytecode/enhancement/MostBasicEnhancementTest.java,Steve Ebersole,3,3
hibernate-core/src/test/java/org/hibernate/test/bytecode/enhancement/MyEntity.java,Steve Ebersole,3,3
hibernate-core/src/test/java/org/hibernate/test/bytecode/enhancement/SampleEntity.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/bytecode/enhancement/SimpleEntity.java,Steve Ebersole,2,2
hibernate-core/src/test/java/org/hibernate/test/bytecode/enhancement/SubEntity.java,Steve Ebersole,2,2
hibernate-core/src/test/java/org/hibernate/test/bytecode/enhancement/SuperEntity.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/bytecode/javassist/ReflectionOptimizerTest.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/cache/ReferenceCacheTest.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/cascade/CascadeTestWithAssignedParentIdTest.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/cascade/MultiPathCascade.hbm.xml,Esen Sagynov,1,1
hibernate-core/src/test/java/org/hibernate/test/cascade/RefreshTest.java,Brett Meyer,1,1
hibernate-core/src/test/java/org/hibernate/test/cascade/circle/MultiPathCircleCascadeCheckNullFalseDelayedInsertTest.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/cascade/circle/MultiPathCircleCascadeCheckNullTrueDelayedInsertTest.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/cascade/circle/MultiPathCircleCascadeCheckNullibilityFalseTest.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/cascade/circle/MultiPathCircleCascadeCheckNullibilityTrueTest.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/cascade/circle/Route.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/cascade/circle/Vehicle.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/cfg/WrongCircularityDetectionTest.java,Didier Villevalois,1,1
hibernate-core/src/test/java/org/hibernate/test/cfg/cache/BaseClass.hbm.xml,Tair Sabirgaliev,1,1
hibernate-core/src/test/java/org/hibernate/test/cfg/cache/BaseClass.java,Tair Sabirgaliev,1,1
hibernate-core/src/test/java/org/hibernate/test/cfg/cache/CacheConfigurationTest.java,Steve Ebersole,1,2
hibernate-core/src/test/java/org/hibernate/test/cfg/cache/CacheConfigurationTest.java,Tair Sabirgaliev,1,2
hibernate-core/src/test/java/org/hibernate/test/cfg/cache/Item.hbm.xml,Tair Sabirgaliev,1,1
hibernate-core/src/test/java/org/hibernate/test/cfg/cache/Item.java,Tair Sabirgaliev,1,1
hibernate-core/src/test/java/org/hibernate/test/cfg/cache/SubClass.hbm.xml,Tair Sabirgaliev,1,1
hibernate-core/src/test/java/org/hibernate/test/cfg/cache/SubClass.java,Tair Sabirgaliev,1,1
hibernate-core/src/test/java/org/hibernate/test/cfg/cache/hibernate.cfg.xml,Tair Sabirgaliev,1,1
hibernate-core/src/test/java/org/hibernate/test/cfg/persister/GoofyPersisterClassProvider.java,Brett Meyer,1,15
hibernate-core/src/test/java/org/hibernate/test/cfg/persister/GoofyPersisterClassProvider.java,Steve Ebersole,6,15
hibernate-core/src/test/java/org/hibernate/test/cfg/persister/GoofyPersisterClassProvider.java,Guenther Demetz,1,15
hibernate-core/src/test/java/org/hibernate/test/cfg/persister/GoofyPersisterClassProvider.java,Rob Worsnop,1,15
hibernate-core/src/test/java/org/hibernate/test/cfg/persister/GoofyPersisterClassProvider.java,Eric Dalquist,4,15
hibernate-core/src/test/java/org/hibernate/test/cfg/persister/GoofyPersisterClassProvider.java,edalquist,2,15
hibernate-core/src/test/java/org/hibernate/test/cfg/persister/PersisterClassProviderTest.java,Steve Ebersole,2,2
hibernate-core/src/test/java/org/hibernate/test/classloader/ProxyInterfaceClassLoaderTest.java,Brett Meyer,1,1
hibernate-core/src/test/java/org/hibernate/test/collection/basic/JoinFetchElementCollectionTest.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/collection/list/LineItem.java,Brett Meyer,1,2
hibernate-core/src/test/java/org/hibernate/test/collection/list/LineItem.java,Steve Ebersole,1,2
hibernate-core/src/test/java/org/hibernate/test/collection/list/Mappings.hbm.xml,Brett Meyer,1,2
hibernate-core/src/test/java/org/hibernate/test/collection/list/Mappings.hbm.xml,Steve Ebersole,1,2
hibernate-core/src/test/java/org/hibernate/test/collection/list/Order.java,Brett Meyer,1,2
hibernate-core/src/test/java/org/hibernate/test/collection/list/Order.java,Steve Ebersole,1,2
hibernate-core/src/test/java/org/hibernate/test/collection/list/PersistentListTest.java,Brett Meyer,3,4
hibernate-core/src/test/java/org/hibernate/test/collection/list/PersistentListTest.java,Steve Ebersole,1,4
hibernate-core/src/test/java/org/hibernate/test/collection/map/hhh7557/EntityMapTest.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/collection/map/hhh7557/MapHolder.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/collection/map/hhh7557/MapKey.java,Strong Liu,1,2
hibernate-core/src/test/java/org/hibernate/test/collection/map/hhh7557/MapKey.java,Steve Ebersole,1,2
hibernate-core/src/test/java/org/hibernate/test/collection/map/hhh7557/MapValue.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/collection/ordered/joinedInheritence/Animal.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/collection/ordered/joinedInheritence/Lion.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/collection/ordered/joinedInheritence/OrderCollectionOfJoinedHierarchyTest.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/collection/ordered/joinedInheritence/Tiger.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/collection/ordered/joinedInheritence/Zoo.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/collection/original/CollectionTest.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/collection/original/Mammal.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/collection/set/PersistentSetNonLazyTest.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/collection/set/hhh8206/Contact.java,Christian Beikov,1,1
hibernate-core/src/test/java/org/hibernate/test/collection/set/hhh8206/EmailAddress.java,Christian Beikov,1,1
hibernate-core/src/test/java/org/hibernate/test/collection/set/hhh8206/JoinFetchElementCollectionTest.java,Steve Ebersole,1,2
hibernate-core/src/test/java/org/hibernate/test/collection/set/hhh8206/JoinFetchElementCollectionTest.java,Christian Beikov,1,2
hibernate-core/src/test/java/org/hibernate/test/collection/set/hhh8206/User.java,Christian Beikov,1,1
hibernate-core/src/test/java/org/hibernate/test/collection/{set/hhh8206 => basic}/Contact.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/collection/{set/hhh8206 => basic}/EmailAddress.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/collection/{set/hhh8206 => basic}/User.java,Steve Ebersole,1,1
hibernate-core/src/test/java/org/hibernate/test/collectionalias/ATable.java,Gail Badner,1,1
hibernate-core/src/test/java/org/hibernate/test/collectionalias/CollectionAliasTest.java,brmeyer,1,2
hibernate-core/src/test/java/org/hibernate/test/collectionalias/CollectionAliasTest.java,Gail Badner,1,2
hibernate-core/src/test/java/org/hibernate/test/collectionalias/ReorderedMappingsCollectionAliasTest.java,Gail Badner,1,1
hibernate-core/src/test/java/org/hibernate/test/collectionalias/TableA.java,Gail Badner,1,1
hibernate-core/src/test/java/org/hibernate/test/collectionalias/TableB.java,Gail Badner,1,1
hibernate-core/src/test/java/org/hibernate/test/collectionalias/TableBId.java,Gail Badner,1,1
hibernate-core/src/test/java/org/hibernate/test/common/BasicTestingJdbcServiceImpl.java,Steve Ebersole,3,3
hibernate-core/src/test/java/org/hibernate/test/common/JdbcConnectionAccessImpl.java,Steve Ebersole,2,2
hibernate-core/src/test/java/org/hibernate/test/common/TransactionEnvironmentImpl.java,Steve Ebersole,1,2
hibernate-core/src/test/java/org/hibernate/test/common/TransactionEnvironmentImpl.java,Scott Marlow,1,2
hibernate-core/src/test/java/org/hibernate/test/component/basic/ComponentTest.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/component/basic2/Component.java,brmeyer,1,2
hibernate-core/src/test/java/org/hibernate/test/component/basic2/Component.java,mgrenonville,1,2
hibernate-core/src/test/java/org/hibernate/test/component/basic2/ComponentJoinsTest.java,brmeyer,1,2
hibernate-core/src/test/java/org/hibernate/test/component/basic2/ComponentJoinsTest.java,mgrenonville,1,2
hibernate-core/src/test/java/org/hibernate/test/component/basic2/Name.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/compositeelement/CompositeElementTest.java,Strong Liu,1,1
hibernate-core/src/test/java/org/hibernate/test/connections/AggressiveReleaseTest.java,brmeyer,1,4
hibernate-core/src/test/java/org/hibernate/test/connections/AggressiveReleaseTest.java,Steve Ebersole,3,4
hibernate-core/src/test/java/org/hibernate/test/connections/BasicConnectionProviderTest.java,brmeyer,1,1
